temperature_C,candidate_n,candidate_rmsle,candidate_mae_W_per_m3,candidate_rmse_W_per_m3,candidate_mape_percent,candidate_median_ape_percent,candidate_r2_original_scale,baseline_rmsle,rmsle_relative_change,not_degraded
25,271,0.183501373558,19997.6849311,45797.6216831,15.8852008776,15.952355975,0.952802198175,0.427294380642,-0.57055046387,True
50,256,0.127956469894,6874.41656932,13659.7644873,10.8974169984,9.96392242883,0.994134459353,0.1206505539,0.0605543510386,False
70,265,0.199281859695,6556.67852968,12833.033349,14.9521116794,12.0523092475,0.992738029393,0.315250793709,-0.367862464832,True
90,275,0.269288773288,10331.3532115,21160.9583746,22.6915821618,20.2631184222,0.975589021039,0.464219327652,-0.419910466353,True
