q5_region_id,candidate_n,candidate_fold_count,heldout_pareto_fold_support,required_fold_support,region_fold_support_pass
材料3|三角波|50|fq2|bq0,22,5,0,3,False
材料3|三角波|50|fq2|bq1,23,3,0,3,False
材料3|三角波|50|fq2|bq2,18,4,0,3,False
材料3|三角波|50|fq2|bq3,21,4,0,3,False
材料3|三角波|50|fq3|bq0,41,4,0,3,False
材料3|三角波|50|fq3|bq1,27,5,0,3,False
材料3|三角波|50|fq3|bq2,23,2,0,3,False
材料3|三角波|50|fq3|bq3,8,2,0,3,False
材料3|三角波|70|fq0|bq1,3,2,0,3,False
材料3|三角波|70|fq0|bq2,10,3,0,3,False
材料3|三角波|70|fq0|bq3,20,4,0,3,False
材料3|三角波|70|fq1|bq0,1,1,0,3,False
材料3|三角波|70|fq1|bq1,13,5,0,3,False
材料3|三角波|70|fq1|bq2,14,3,0,3,False
材料3|三角波|70|fq1|bq3,15,5,0,3,False
材料3|三角波|70|fq2|bq0,20,4,0,3,False
材料3|三角波|70|fq2|bq1,22,3,0,3,False
材料3|三角波|70|fq2|bq2,22,5,0,3,False
材料3|三角波|70|fq2|bq3,23,4,0,3,False
材料3|三角波|70|fq3|bq0,45,3,0,3,False
材料3|三角波|70|fq3|bq1,24,2,0,3,False
材料3|三角波|70|fq3|bq2,18,4,2,3,False
材料3|三角波|70|fq3|bq3,10,3,1,3,False
材料3|三角波|90|fq0|bq1,4,2,0,3,False
材料3|三角波|90|fq0|bq2,10,3,0,3,False
材料3|三角波|90|fq0|bq3,20,5,0,3,False
材料3|三角波|90|fq1|bq0,3,3,0,3,False
材料3|三角波|90|fq1|bq1,15,5,0,3,False
材料3|三角波|90|fq1|bq2,11,5,0,3,False
材料3|三角波|90|fq1|bq3,19,4,0,3,False
材料3|三角波|90|fq2|bq0,22,5,0,3,False
材料3|三角波|90|fq2|bq1,25,4,0,3,False
材料3|三角波|90|fq2|bq2,27,4,1,3,False
材料3|三角波|90|fq2|bq3,22,3,0,3,False
材料3|三角波|90|fq3|bq0,48,4,2,3,False
材料3|三角波|90|fq3|bq1,25,4,1,3,False
材料3|三角波|90|fq3|bq2,23,3,2,3,False
材料3|三角波|90|fq3|bq3,7,3,2,3,False
材料3|梯形波|25|fq0|bq1,5,2,0,3,False
材料3|梯形波|25|fq0|bq2,23,5,1,3,False
材料3|梯形波|25|fq0|bq3,35,5,0,3,False
材料3|梯形波|25|fq1|bq0,1,1,0,3,False
材料3|梯形波|25|fq1|bq1,12,3,0,3,False
材料3|梯形波|25|fq1|bq2,15,4,0,3,False
材料3|梯形波|25|fq1|bq3,26,4,0,3,False
材料3|梯形波|25|fq2|bq0,9,2,0,3,False
材料3|梯形波|25|fq2|bq1,13,2,0,3,False
材料3|梯形波|25|fq2|bq2,14,2,0,3,False
材料3|梯形波|25|fq2|bq3,20,4,0,3,False
材料3|梯形波|25|fq3|bq0,37,5,0,3,False
材料3|梯形波|25|fq3|bq1,26,4,0,3,False
材料3|梯形波|25|fq3|bq2,26,4,0,3,False
材料3|梯形波|25|fq3|bq3,10,3,0,3,False
材料3|梯形波|50|fq0|bq1,3,2,0,3,False
材料3|梯形波|50|fq0|bq2,20,5,0,3,False
材料3|梯形波|50|fq0|bq3,39,4,0,3,False
材料3|梯形波|50|fq1|bq0,1,1,0,3,False
材料3|梯形波|50|fq1|bq1,11,4,0,3,False
材料3|梯形波|50|fq1|bq2,15,5,0,3,False
材料3|梯形波|50|fq1|bq3,25,5,0,3,False
材料3|梯形波|50|fq2|bq0,7,3,0,3,False
材料3|梯形波|50|fq2|bq1,15,2,0,3,False
材料3|梯形波|50|fq2|bq2,12,3,0,3,False
材料3|梯形波|50|fq2|bq3,18,3,0,3,False
材料3|梯形波|50|fq3|bq0,38,5,0,3,False
材料3|梯形波|50|fq3|bq1,30,5,0,3,False
材料3|梯形波|50|fq3|bq2,26,5,1,3,False
