q5_region_id,candidate_n,candidate_fold_count,heldout_pareto_fold_support,required_fold_support,region_fold_support_pass
材料3|梯形波|90|fq3|bq0,42,4,3,3,True
材料3|梯形波|90|fq3|bq1,25,5,1,3,False
材料3|梯形波|90|fq3|bq2,26,4,3,3,True
材料3|梯形波|90|fq3|bq3,11,4,0,3,False
材料3|正弦波|25|fq0|bq0,18,4,0,3,False
材料3|正弦波|25|fq0|bq1,16,5,0,3,False
材料3|正弦波|25|fq0|bq2,28,4,0,3,False
材料3|正弦波|25|fq0|bq3,28,4,0,3,False
材料3|正弦波|25|fq1|bq0,31,5,0,3,False
材料3|正弦波|25|fq1|bq1,28,4,0,3,False
材料3|正弦波|25|fq1|bq2,23,4,0,3,False
材料3|正弦波|25|fq1|bq3,21,5,0,3,False
材料3|正弦波|25|fq2|bq0,23,4,0,3,False
材料3|正弦波|25|fq2|bq1,12,4,0,3,False
材料3|正弦波|25|fq2|bq2,13,3,0,3,False
材料3|正弦波|25|fq2|bq3,1,1,0,3,False
材料3|正弦波|25|fq3|bq0,14,3,0,3,False
材料3|正弦波|25|fq3|bq1,13,2,0,3,False
材料3|正弦波|25|fq3|bq2,5,1,0,3,False
材料3|正弦波|50|fq0|bq0,12,4,2,3,False
材料3|正弦波|50|fq0|bq1,20,4,0,3,False
材料3|正弦波|50|fq0|bq2,22,3,0,3,False
材料3|正弦波|50|fq0|bq3,25,4,0,3,False
材料3|正弦波|50|fq1|bq0,24,4,0,3,False
材料3|正弦波|50|fq1|bq1,19,4,0,3,False
材料3|正弦波|50|fq1|bq2,22,3,0,3,False
材料3|正弦波|50|fq1|bq3,20,4,0,3,False
材料3|正弦波|50|fq2|bq0,19,4,0,3,False
材料3|正弦波|50|fq2|bq1,13,5,0,3,False
材料3|正弦波|50|fq2|bq2,10,3,0,3,False
材料3|正弦波|50|fq2|bq3,1,1,0,3,False
材料3|正弦波|50|fq3|bq0,19,3,0,3,False
材料3|正弦波|50|fq3|bq1,17,3,0,3,False
材料3|正弦波|50|fq3|bq2,4,2,0,3,False
材料3|正弦波|70|fq0|bq0,9,2,1,3,False
材料3|正弦波|70|fq0|bq1,17,5,0,3,False
材料3|正弦波|70|fq0|bq2,19,5,0,3,False
材料3|正弦波|70|fq0|bq3,16,3,0,3,False
材料3|正弦波|70|fq1|bq0,18,5,0,3,False
材料3|正弦波|70|fq1|bq1,24,5,0,3,False
材料3|正弦波|70|fq1|bq2,12,4,0,3,False
材料3|正弦波|70|fq1|bq3,12,4,0,3,False
材料3|正弦波|70|fq2|bq0,22,3,0,3,False
材料3|正弦波|70|fq2|bq1,9,4,0,3,False
材料3|正弦波|70|fq2|bq2,12,4,0,3,False
材料3|正弦波|70|fq3|bq0,19,3,2,3,False
材料3|正弦波|70|fq3|bq1,11,3,1,3,False
材料3|正弦波|70|fq3|bq2,4,2,0,3,False
材料3|正弦波|90|fq0|bq0,5,2,0,3,False
材料3|正弦波|90|fq0|bq1,20,5,0,3,False
材料3|正弦波|90|fq0|bq2,21,5,0,3,False
材料3|正弦波|90|fq0|bq3,22,3,0,3,False
材料3|正弦波|90|fq1|bq0,9,4,0,3,False
材料3|正弦波|90|fq1|bq1,15,5,0,3,False
材料3|正弦波|90|fq1|bq2,19,5,0,3,False
材料3|正弦波|90|fq1|bq3,21,3,0,3,False
材料3|正弦波|90|fq2|bq0,22,3,1,3,False
材料3|正弦波|90|fq2|bq1,11,4,0,3,False
材料3|正弦波|90|fq2|bq2,10,3,0,3,False
材料3|正弦波|90|fq2|bq3,2,1,0,3,False
材料3|正弦波|90|fq3|bq0,19,4,0,3,False
材料3|正弦波|90|fq3|bq1,15,2,1,3,False
材料3|正弦波|90|fq3|bq2,6,2,0,3,False
材料4|三角波|25|fq0|bq0,8,3,0,3,False
材料4|三角波|25|fq0|bq1,31,4,0,3,False
材料4|三角波|25|fq0|bq2,35,5,0,3,False
材料4|三角波|25|fq0|bq3,36,4,0,3,False
材料4|三角波|25|fq1|bq0,18,4,0,3,False
材料4|三角波|25|fq1|bq1,35,5,0,3,False
材料4|三角波|25|fq1|bq2,24,4,0,3,False
材料4|三角波|25|fq1|bq3,11,5,0,3,False
材料4|三角波|25|fq2|bq0,56,5,0,3,False
材料4|三角波|25|fq2|bq1,42,5,0,3,False
材料4|三角波|25|fq2|bq2,20,4,0,3,False
材料4|三角波|25|fq2|bq3,5,2,0,3,False
材料4|三角波|25|fq3|bq0,68,5,0,3,False
材料4|三角波|25|fq3|bq1,32,4,0,3,False
材料4|三角波|25|fq3|bq2,19,3,0,3,False
材料4|三角波|25|fq3|bq3,5,1,0,3,False
材料4|三角波|50|fq0|bq0,10,4,0,3,False
材料4|三角波|50|fq0|bq1,27,5,0,3,False
材料4|三角波|50|fq0|bq2,23,3,0,3,False
材料4|三角波|50|fq0|bq3,39,5,0,3,False
材料4|三角波|50|fq1|bq0,22,4,0,3,False
材料4|三角波|50|fq1|bq1,22,4,0,3,False
材料4|三角波|50|fq1|bq2,15,3,0,3,False
材料4|三角波|50|fq1|bq3,11,4,0,3,False
材料4|三角波|50|fq2|bq0,38,4,0,3,False
材料4|三角波|50|fq2|bq1,28,4,0,3,False
材料4|三角波|50|fq2|bq2,9,2,0,3,False
材料4|三角波|50|fq2|bq3,1,1,0,3,False
材料4|三角波|50|fq3|bq0,48,5,0,3,False
材料4|三角波|50|fq3|bq1,32,5,0,3,False
材料4|三角波|50|fq3|bq2,14,3,0,3,False
材料4|三角波|50|fq3|bq3,6,2,0,3,False
材料4|三角波|70|fq0|bq0,6,4,0,3,False
材料4|三角波|70|fq0|bq1,23,5,0,3,False
材料4|三角波|70|fq0|bq2,25,5,0,3,False
材料4|三角波|70|fq0|bq3,40,4,0,3,False
材料4|三角波|70|fq1|bq0,15,5,0,3,False
材料4|三角波|70|fq1|bq1,24,4,0,3,False
材料4|三角波|70|fq1|bq2,17,4,0,3,False
材料4|三角波|70|fq1|bq3,11,4,0,3,False
材料4|三角波|70|fq2|bq0,39,5,0,3,False
材料4|三角波|70|fq2|bq1,26,4,0,3,False
材料4|三角波|70|fq2|bq2,14,3,0,3,False
材料4|三角波|70|fq2|bq3,4,1,0,3,False
材料4|三角波|70|fq3|bq0,55,3,0,3,False
材料4|三角波|70|fq3|bq1,25,5,0,3,False
材料4|三角波|70|fq3|bq2,12,3,1,3,False
材料4|三角波|70|fq3|bq3,6,2,0,3,False
材料4|三角波|90|fq0|bq0,7,1,0,3,False
材料4|三角波|90|fq0|bq1,24,4,0,3,False
材料4|三角波|90|fq0|bq2,23,4,0,3,False
材料4|三角波|90|fq0|bq3,33,5,0,3,False
材料4|三角波|90|fq1|bq0,13,5,0,3,False
材料4|三角波|90|fq1|bq1,20,4,0,3,False
材料4|三角波|90|fq1|bq2,20,4,0,3,False
材料4|三角波|90|fq1|bq3,13,4,0,3,False
材料4|三角波|90|fq2|bq0,35,5,0,3,False
材料4|三角波|90|fq2|bq1,29,4,0,3,False
材料4|三角波|90|fq2|bq2,14,5,0,3,False
材料4|三角波|90|fq2|bq3,2,1,0,3,False
材料4|三角波|90|fq3|bq0,47,5,0,3,False
材料4|三角波|90|fq3|bq1,22,4,1,3,False
材料4|三角波|90|fq3|bq2,15,3,1,3,False
材料4|三角波|90|fq3|bq3,6,2,1,3,False
材料4|梯形波|25|fq0|bq0,1,1,0,3,False
材料4|梯形波|25|fq0|bq1,7,3,0,3,False
材料4|梯形波|25|fq0|bq2,15,4,0,3,False
材料4|梯形波|25|fq0|bq3,23,3,0,3,False
材料4|梯形波|25|fq1|bq0,5,3,0,3,False
材料4|梯形波|25|fq1|bq1,4,2,0,3,False
材料4|梯形波|25|fq1|bq2,2,1,0,3,False
材料4|梯形波|25|fq1|bq3,6,3,0,3,False
材料4|梯形波|50|fq0|bq0,1,1,0,3,False
材料4|梯形波|50|fq0|bq1,10,4,0,3,False
材料4|梯形波|50|fq0|bq2,18,4,0,3,False
材料4|梯形波|50|fq0|bq3,19,4,0,3,False
材料4|梯形波|50|fq1|bq0,17,5,0,3,False
材料4|梯形波|50|fq1|bq1,14,5,0,3,False
材料4|梯形波|50|fq1|bq2,19,4,0,3,False
材料4|梯形波|50|fq1|bq3,18,4,0,3,False
材料4|梯形波|50|fq2|bq0,5,3,0,3,False
材料4|梯形波|70|fq0|bq0,1,1,0,3,False
材料4|梯形波|70|fq0|bq1,12,5,0,3,False
材料4|梯形波|70|fq0|bq2,15,4,0,3,False
材料4|梯形波|70|fq0|bq3,17,5,0,3,False
材料4|梯形波|70|fq1|bq0,16,4,0,3,False
材料4|梯形波|70|fq1|bq1,11,3,0,3,False
材料4|梯形波|70|fq1|bq2,18,4,0,3,False
材料4|梯形波|70|fq1|bq3,17,4,0,3,False
材料4|梯形波|70|fq2|bq0,9,3,0,3,False
材料4|梯形波|70|fq2|bq1,3,2,0,3,False
材料4|梯形波|70|fq2|bq2,2,2,0,3,False
材料4|梯形波|70|fq2|bq3,3,2,0,3,False
材料4|梯形波|90|fq0|bq0,1,1,0,3,False
材料4|梯形波|90|fq0|bq1,10,3,0,3,False
材料4|梯形波|90|fq0|bq2,13,4,0,3,False
材料4|梯形波|90|fq0|bq3,22,5,0,3,False
材料4|梯形波|90|fq1|bq0,19,4,0,3,False
材料4|梯形波|90|fq1|bq1,14,4,0,3,False
材料4|梯形波|90|fq1|bq2,18,4,0,3,False
材料4|梯形波|90|fq1|bq3,20,5,0,3,False
材料4|梯形波|90|fq2|bq0,20,4,1,3,False
材料4|梯形波|90|fq2|bq1,11,2,0,3,False
材料4|梯形波|90|fq2|bq2,7,1,0,3,False
材料4|梯形波|90|fq2|bq3,2,1,0,3,False
材料4|正弦波|25|fq0|bq0,12,5,0,3,False
材料4|正弦波|25|fq0|bq1,24,5,0,3,False
材料4|正弦波|25|fq0|bq2,25,4,0,3,False
材料4|正弦波|25|fq0|bq3,2,2,0,3,False
材料4|正弦波|25|fq1|bq0,20,5,0,3,False
材料4|正弦波|25|fq1|bq1,22,3,0,3,False
材料4|正弦波|25|fq1|bq2,19,5,0,3,False
材料4|正弦波|25|fq1|bq3,4,2,0,3,False
材料4|正弦波|25|fq2|bq0,20,5,0,3,False
材料4|正弦波|25|fq2|bq1,13,4,0,3,False
材料4|正弦波|25|fq2|bq2,9,3,0,3,False
材料4|正弦波|25|fq3|bq0,24,4,0,3,False
材料4|正弦波|25|fq3|bq1,15,3,0,3,False
材料4|正弦波|25|fq3|bq2,3,1,0,3,False
材料4|正弦波|50|fq0|bq0,17,4,0,3,False
材料4|正弦波|50|fq0|bq1,24,5,0,3,False
材料4|正弦波|50|fq0|bq2,19,5,0,3,False
材料4|正弦波|50|fq0|bq3,10,4,0,3,False
材料4|正弦波|50|fq1|bq0,20,5,0,3,False
材料4|正弦波|50|fq1|bq1,18,5,0,3,False
材料4|正弦波|50|fq1|bq2,18,5,0,3,False
材料4|正弦波|50|fq1|bq3,12,3,0,3,False
材料4|正弦波|50|fq2|bq0,22,4,0,3,False
材料4|正弦波|50|fq2|bq1,19,4,0,3,False
材料4|正弦波|50|fq2|bq2,10,2,0,3,False
材料4|正弦波|50|fq3|bq0,25,5,0,3,False
材料4|正弦波|50|fq3|bq1,15,4,1,3,False
材料4|正弦波|50|fq3|bq2,2,1,0,3,False
材料4|正弦波|70|fq0|bq0,13,4,1,3,False
材料4|正弦波|70|fq0|bq1,26,3,0,3,False
材料4|正弦波|70|fq0|bq2,17,4,0,3,False
材料4|正弦波|70|fq0|bq3,12,4,0,3,False
材料4|正弦波|70|fq1|bq0,15,4,0,3,False
材料4|正弦波|70|fq1|bq1,19,5,0,3,False
材料4|正弦波|70|fq1|bq2,20,5,0,3,False
材料4|正弦波|70|fq1|bq3,9,4,0,3,False
材料4|正弦波|70|fq2|bq0,22,3,0,3,False
材料4|正弦波|70|fq2|bq1,19,3,0,3,False
材料4|正弦波|70|fq2|bq2,8,4,0,3,False
材料4|正弦波|70|fq3|bq0,26,5,2,3,False
材料4|正弦波|70|fq3|bq1,14,4,2,3,False
材料4|正弦波|70|fq3|bq2,1,1,0,3,False
材料4|正弦波|90|fq0|bq0,11,3,0,3,False
材料4|正弦波|90|fq0|bq1,19,4,0,3,False
材料4|正弦波|90|fq0|bq2,20,5,0,3,False
材料4|正弦波|90|fq0|bq3,18,5,0,3,False
材料4|正弦波|90|fq1|bq0,21,5,2,3,False
材料4|正弦波|90|fq1|bq1,16,4,0,3,False
材料4|正弦波|90|fq1|bq2,21,5,0,3,False
材料4|正弦波|90|fq1|bq3,8,3,0,3,False
材料4|正弦波|90|fq2|bq0,19,5,0,3,False
材料4|正弦波|90|fq2|bq1,14,5,0,3,False
材料4|正弦波|90|fq2|bq2,9,4,0,3,False
材料4|正弦波|90|fq3|bq0,23,5,2,3,False
材料4|正弦波|90|fq3|bq1,14,4,1,3,False
材料4|正弦波|90|fq3|bq2,3,2,0,3,False
