heldout_temperature_C,quadratic_temperature_rmsle,traditional_steinmetz_rmsle,relative_rmsle_improvement,quadratic_better
25,0.227884345665,0.626238053301,0.636105879443,True
50,0.143780229383,0.134378779881,-0.0699623073656,False
70,0.203481682386,0.366966094157,0.445502770894,True
90,0.306057837,0.554298286452,0.447846323035,True
